store,type,department,date,weekly_sales,is_holiday,temperature_c
1,A,5,03/09/2019,15390.52,FALSE,27.33888889
1,A,5,01/10/2019,23381.38,FALSE,22.16111111
1,A,5,05/11/2019,23903.81,FALSE,14.85555556
1,A,5,03/12/2019,36472.02,FALSE,9.594444444
1,A,5,07/01/2020,22699.69,FALSE,9.038888889
1,A,6,05/02/2019,5749.03,FALSE,5.727777778
1,A,6,05/03/2019,4221.25,FALSE,8.055555556
1,A,6,02/04/2019,4132.61,FALSE,16.81666667
1,A,6,07/05/2019,7477.7,FALSE,22.52777778
1,A,6,04/06/2019,5484.9,FALSE,27.05
1,A,6,02/07/2019,4541.91,FALSE,27.17222222
1,A,6,06/08/2019,4700.38,FALSE,30.64444444
1,A,6,03/09/2019,3553.75,FALSE,27.33888889
1,A,6,01/10/2019,2876.19,FALSE,22.16111111
1,A,6,05/11/2019,5036.99,FALSE,14.85555556
1,A,6,03/12/2019,6356.96,FALSE,9.594444444
1,A,6,07/01/2020,1376.15,FALSE,9.038888889
1,A,7,05/02/2019,21084.08,FALSE,5.727777778
1,A,7,05/03/2019,19659.7,FALSE,8.055555556
1,A,7,02/04/2019,22427.62,FALSE,16.81666667
1,A,7,07/05/2019,20457.62,FALSE,22.52777778
1,A,7,04/06/2019,44563.68,FALSE,27.05
1,A,7,02/07/2019,22589,FALSE,27.17222222
1,A,7,06/08/2019,21842.57,FALSE,30.64444444
1,A,7,03/09/2019,18005.65,FALSE,27.33888889
1,A,7,01/10/2019,16481.79,FALSE,22.16111111
1,A,7,05/11/2019,19136.58,FALSE,14.85555556
1,A,7,03/12/2019,47406.83,FALSE,9.594444444
1,A,7,07/01/2020,17516.16,FALSE,9.038888889
1,A,8,05/02/2019,40129.01,FALSE,5.727777778
1,C,8,05/03/2019,38776.09,FALSE,8.055555556
1,A,8,02/04/2019,38151.58,FALSE,16.81666667
1,C,8,07/05/2019,35393.78,FALSE,22.52777778
1,A,8,04/06/2019,35181.47,FALSE,27.05
1,A,8,02/07/2019,35580.01,FALSE,27.17222222
1,A,8,06/08/2019,34833.35,FALSE,30.64444444
1,A,8,03/09/2019,35562.68,FALSE,27.33888889
1,A,8,01/10/2019,34658.25,FALSE,22.16111111
1,A,8,05/11/2019,36182.58,FALSE,14.85555556
1,A,8,03/12/2019,36222.74,FALSE,9.594444444
1,A,8,07/01/2020,36599.46,FALSE,9.038888889
1,A,9,05/02/2019,16930.99,FALSE,5.727777778
1,A,9,05/03/2019,24064.7,FALSE,8.055555556
1,A,9,02/04/2019,25435.02,FALSE,16.81666667
1,A,9,07/05/2019,27588.34,FALSE,22.52777778
1,A,9,04/06/2019,36317.39,FALSE,27.05
1,A,9,02/07/2019,21032.55,FALSE,27.17222222
1,A,9,06/08/2019,19224.82,FALSE,30.64444444
1,A,9,03/09/2019,39639.39,FALSE,27.33888889
1,A,9,01/10/2019,44977.91,FALSE,22.16111111
1,A,9,05/11/2019,48794.36,FALSE,14.85555556
1,A,9,03/12/2019,21979.41,FALSE,9.594444444
1,A,9,07/01/2020,16131.88,FALSE,9.038888889
1,A,10,05/02/2019,30721.5,FALSE,5.727777778
1,A,10,05/03/2019,33299.27,FALSE,8.055555556
1,A,10,02/04/2019,31794.04,FALSE,16.81666667
1,A,10,07/05/2019,32902.69,FALSE,22.52777778
1,A,10,04/06/2019,34227.73,FALSE,27.05
1,A,10,02/07/2019,29779.96,FALSE,27.17222222
1,A,10,06/08/2019,35078.09,FALSE,30.64444444
1,A,10,03/09/2019,33457.07,FALSE,27.33888889
1,C,10,01/10/2019,29764.24,FALSE,22.16111111
1,A,10,05/11/2019,31543.83,FALSE,14.85555556
1,C,10,03/12/2019,26558.42,FALSE,9.594444444
1,A,10,07/01/2020,24500.27,FALSE,9.038888889
1,A,11,05/02/2019,24213.18,FALSE,5.727777778
1,A,11,05/03/2019,19082.9,FALSE,8.055555556
1,A,11,02/04/2019,21762.46,FALSE,16.81666667
1,A,11,07/05/2019,28928.31,FALSE,22.52777778
1,A,11,04/06/2019,36263.69,FALSE,27.05
1,A,11,02/07/2019,26880.74,FALSE,27.17222222
1,A,11,06/08/2019,37289.02,FALSE,30.64444444
1,A,11,03/09/2019,17303.3,FALSE,27.33888889
1,A,11,01/10/2019,16227.08,FALSE,22.16111111
1,A,11,05/11/2019,25063.26,FALSE,14.85555556
1,A,11,03/12/2019,29564.78,FALSE,9.594444444
1,A,11,07/01/2020,22496.85,FALSE,9.038888889
1,A,12,05/02/2019,8449.54,FALSE,5.727777778
1,A,12,05/03/2019,10239.06,FALSE,8.055555556
1,A,12,02/04/2019,12033.5,FALSE,16.81666667
1,A,12,07/05/2019,12761.39,FALSE,22.52777778
1,A,12,04/06/2019,13358.92,FALSE,27.05
1,A,12,02/07/2019,10720.79,FALSE,27.17222222
1,A,12,06/08/2019,12887.52,FALSE,30.64444444
1,A,12,03/09/2019,11239.43,FALSE,27.33888889
1,A,12,01/10/2019,9759.85,FALSE,22.16111111
1,A,12,05/11/2019,9345.99,FALSE,14.85555556
1,A,12,03/12/2019,7943.22,FALSE,9.594444444
1,A,12,07/01/2020,8022.82,FALSE,9.038888889
1,A,13,05/02/2019,41969.29,FALSE,5.727777778
1,A,13,05/03/2019,40423.95,FALSE,8.055555556
1,A,13,02/04/2019,38104.53,FALSE,16.81666667
1,A,13,07/05/2019,40113.4,FALSE,22.52777778
1,A,13,04/06/2019,41388.81,FALSE,27.05
1,A,13,02/07/2019,41214.94,FALSE,27.17222222
1,C,13,06/08/2019,42038.03,FALSE,30.64444444
1,A,13,03/09/2019,44863.15,FALSE,27.33888889
1,A,13,01/10/2019,40474.22,FALSE,22.16111111
1,A,13,05/11/2019,41085.66,FALSE,14.85555556
1,A,13,03/12/2019,36170.88,FALSE,9.594444444
1,A,13,07/01/2020,39764.56,FALSE,9.038888889
1,A,14,05/02/2019,19466.91,FALSE,5.727777778
1,A,14,05/03/2019,18268.78,FALSE,8.055555556
1,A,14,02/04/2019,14333.75,FALSE,16.81666667
1,A,14,07/05/2019,14460.84,FALSE,22.52777778
1,A,14,04/06/2019,14491.35,FALSE,27.05
1,A,14,02/07/2019,13494.79,FALSE,27.17222222
1,A,14,06/08/2019,14404.15,FALSE,30.64444444
1,A,14,03/09/2019,13995.39,FALSE,27.33888889
1,A,14,01/10/2019,12943.86,FALSE,22.16111111
1,A,14,05/11/2019,14092.03,FALSE,14.85555556
1,A,14,03/12/2019,17685.93,FALSE,9.594444444
1,A,14,07/01/2020,17744.78,FALSE,9.038888889
1,C,16,05/02/2019,10217.55,FALSE,5.727777778
1,A,16,05/03/2019,17129.81,FALSE,8.055555556
1,A,16,02/04/2019,46060.69,FALSE,16.81666667
1,A,16,07/05/2019,52933.2,FALSE,22.52777778
1,A,16,04/06/2019,47485.63,FALSE,27.05
1,A,16,02/07/2019,32420.4,FALSE,27.17222222
1,A,16,06/08/2019,24218.72,FALSE,30.64444444
1,A,16,03/09/2019,22888.26,FALSE,27.33888889
1,A,16,01/10/2019,16248.15,FALSE,22.16111111
1,A,16,05/11/2019,6063.75,FALSE,14.85555556
1,A,16,03/12/2019,4716.26,FALSE,9.594444444
1,C,16,07/01/2020,5324.47,FALSE,9.038888889
1,A,17,05/02/2019,13223.76,FALSE,5.727777778
1,A,17,05/03/2019,12657.65,FALSE,8.055555556
1,A,17,02/04/2019,9572.23,FALSE,16.81666667
1,A,17,07/05/2019,9970,FALSE,22.52777778
1,A,17,04/06/2019,9212.09,FALSE,27.05
1,A,17,02/07/2019,9242.3,FALSE,27.17222222
1,A,17,06/08/2019,9851.77,FALSE,30.64444444
1,A,17,03/09/2019,10118.25,FALSE,27.33888889
1,A,17,01/10/2019,8648.02,FALSE,22.16111111
1,A,17,05/11/2019,9250.94,FALSE,14.85555556
1,A,17,03/12/2019,11045.34,FALSE,9.594444444
1,A,17,07/01/2020,8582.2,FALSE,9.038888889
1,A,18,05/02/2019,4729.5,FALSE,5.727777778
1,A,18,05/03/2019,634.61,FALSE,8.055555556
1,A,18,02/04/2019,17916.41,FALSE,16.81666667
1,A,18,14/05/2019,0.5,FALSE,23.76666667
1,A,18,04/06/2019,4.1,FALSE,27.05
1,A,18,20/08/2019,1,FALSE,30.36111111
1,A,18,03/09/2019,132,FALSE,27.33888889
1,A,18,01/10/2019,3389.42,FALSE,22.16111111
1,A,18,05/11/2019,12033.61,FALSE,14.85555556
1,A,18,03/12/2019,53845.12,FALSE,9.594444444
1,A,18,07/01/2020,5180.76,FALSE,9.038888889
1,A,18,01/07/2020,0.5,FALSE,29.75
1,A,19,05/02/2019,1947.05,FALSE,5.727777778
1,A,19,05/03/2019,1556.65,FALSE,8.055555556
1,A,19,02/04/2019,1514.32,FALSE,16.81666667
1,A,19,07/05/2019,1616.77,FALSE,22.52777778
1,C,19,04/06/2019,1106.84,FALSE,27.05
1,A,19,02/07/2019,1537.76,FALSE,27.17222222
1,A,19,06/08/2019,2169.9,FALSE,30.64444444
1,A,19,03/09/2019,1460.74,FALSE,27.33888889
1,A,19,01/10/2019,1583.2,FALSE,22.16111111
1,A,19,05/11/2019,1344.66,FALSE,14.85555556
1,A,19,03/12/2019,1616.77,FALSE,9.594444444
1,A,19,07/01/2020,955.71,FALSE,9.038888889
1,A,20,05/02/2019,5034.1,FALSE,5.727777778
1,A,20,05/03/2019,4215.67,FALSE,8.055555556
1,A,20,02/04/2019,3468.69,FALSE,16.81666667
1,A,20,07/05/2019,4249.64,FALSE,22.52777778
1,A,20,04/06/2019,7150.79,FALSE,27.05
1,A,20,02/07/2019,5958.02,FALSE,27.17222222
1,A,20,06/08/2019,4764.92,FALSE,30.64444444
1,A,20,03/09/2019,3985.35,FALSE,27.33888889
1,A,20,01/10/2019,3859.87,FALSE,22.16111111
1,A,20,05/11/2019,2961.74,FALSE,14.85555556
1,A,20,03/12/2019,2656.78,FALSE,9.594444444
1,A,20,07/01/2020,3218.91,FALSE,9.038888889
1,A,21,05/02/2019,8907.63,FALSE,5.727777778
1,A,21,05/03/2019,8275.44,FALSE,8.055555556
1,A,21,02/04/2019,8432.73,FALSE,16.81666667
1,A,21,07/05/2019,8356.06,FALSE,22.52777778
1,A,21,04/06/2019,8326.97,FALSE,27.05
1,A,21,02/07/2019,8662.48,FALSE,27.17222222
1,A,21,06/08/2019,7573.36,FALSE,30.64444444
1,A,21,03/09/2019,8664.27,FALSE,27.33888889
1,A,21,01/10/2019,7880.07,FALSE,22.16111111
1,A,21,05/11/2019,7608.28,FALSE,14.85555556
1,C,21,03/12/2019,8844.39,FALSE,9.594444444
1,A,21,07/01/2020,7716.16,FALSE,9.038888889
1,A,22,05/02/2019,13623.98,FALSE,5.727777778
1,A,22,05/03/2019,8219.49,FALSE,8.055555556
1,A,22,02/04/2019,7589.35,FALSE,16.81666667
1,A,22,07/05/2019,7175.17,FALSE,22.52777778
1,A,22,04/06/2019,7708.71,FALSE,27.05
1,A,22,02/07/2019,6785.55,FALSE,27.17222222
1,A,22,06/08/2019,7703.29,FALSE,30.64444444
1,A,22,03/09/2019,7244.16,FALSE,27.33888889
1,A,22,01/10/2019,8353.58,FALSE,22.16111111
1,A,22,05/11/2019,8085.19,FALSE,14.85555556
1,A,22,03/12/2019,9384.42,FALSE,9.594444444
1,A,22,07/01/2020,7742.97,FALSE,9.038888889
1,A,23,05/02/2019,24146.49,FALSE,5.727777778
1,A,23,05/03/2019,18993.69,FALSE,8.055555556
1,A,23,02/04/2019,18666.57,FALSE,16.81666667
1,A,23,07/05/2019,22172.27,FALSE,22.52777778
1,A,23,04/06/2019,28857.18,FALSE,27.05
1,A,23,02/07/2019,23137.32,FALSE,27.17222222
1,A,23,06/08/2019,22200.83,FALSE,30.64444444
1,A,23,03/09/2019,19045.76,FALSE,27.33888889
1,A,23,01/10/2019,18377.92,FALSE,22.16111111
1,A,23,05/11/2019,26416.48,FALSE,14.85555556
1,A,23,03/12/2019,24834.59,FALSE,9.594444444
1,A,23,07/01/2020,16955.3,FALSE,9.038888889
1,A,24,05/02/2019,8272.9,FALSE,5.727777778
1,A,24,05/03/2019,6885.9,FALSE,8.055555556
1,A,24,02/04/2019,7219.38,FALSE,16.81666667
1,A,24,07/05/2019,5675.4,FALSE,22.52777778
1,C,24,04/06/2019,6024.48,FALSE,27.05
1,A,24,02/07/2019,4608.04,FALSE,27.17222222
1,A,24,06/08/2019,10293.02,FALSE,30.64444444
1,A,24,03/09/2019,4759.52,FALSE,27.33888889
1,A,24,01/10/2019,5430.09,FALSE,22.16111111
1,A,24,05/11/2019,7834.13,FALSE,14.85555556
1,A,24,03/12/2019,8971.35,FALSE,9.594444444
1,A,24,07/01/2020,4858.97,FALSE,9.038888889
1,A,25,05/02/2019,11609.5,FALSE,5.727777778
1,A,25,05/03/2019,10345.5,FALSE,8.055555556
1,A,25,02/04/2019,14964.5,FALSE,16.81666667
1,A,25,07/05/2019,11446.25,FALSE,22.52777778
1,A,25,04/06/2019,13504.5,FALSE,27.05
1,A,25,02/07/2019,10504.25,FALSE,27.17222222
1,A,25,06/08/2019,8737.4,FALSE,30.64444444
1,A,25,03/09/2019,9170.32,FALSE,27.33888889
1,A,25,01/10/2019,8643.04,FALSE,22.16111111
1,A,25,05/11/2019,10713.05,FALSE,14.85555556
1,A,25,03/12/2019,10536.65,FALSE,9.594444444
1,A,25,07/01/2020,6747.11,FALSE,9.038888889
1,A,26,05/02/2019,11737.12,FALSE,5.727777778
1,A,26,05/03/2019,8772.65,FALSE,8.055555556
1,A,26,02/04/2019,9137.94,FALSE,16.81666667
1,A,26,07/05/2019,7994.2,FALSE,22.52777778
1,A,26,04/06/2019,7184.92,FALSE,27.05
1,A,26,02/07/2019,5552.42,FALSE,27.17222222
1,A,26,06/08/2019,6151.1,FALSE,30.64444444
1,A,26,03/09/2019,6357.16,FALSE,27.33888889
1,A,26,01/10/2019,8255.99,FALSE,22.16111111
1,A,26,05/11/2019,9601.7,FALSE,14.85555556
1,A,26,03/12/2019,8572.96,FALSE,9.594444444
1,A,26,07/01/2020,4010.16,FALSE,9.038888889
1,C,27,05/02/2019,2293,FALSE,5.727777778
1,A,27,05/03/2019,1467.5,FALSE,8.055555556
1,A,27,02/04/2019,934.5,FALSE,16.81666667
1,A,27,07/05/2019,966.75,FALSE,22.52777778
1,A,27,04/06/2019,827.52,FALSE,27.05
1,A,27,02/07/2019,849.69,FALSE,27.17222222
1,A,27,06/08/2019,1317.52,FALSE,30.64444444
1,A,27,03/09/2019,867.29,FALSE,27.33888889
1,A,27,01/10/2019,1042.3,FALSE,22.16111111
1,A,27,05/11/2019,1654.8,FALSE,14.85555556
1,A,27,03/12/2019,2385.59,FALSE,9.594444444
1,A,27,07/01/2020,1562.57,FALSE,9.038888889
1,A,28,05/02/2019,1085.29,FALSE,5.727777778
1,A,28,05/03/2019,1002.2,FALSE,8.055555556
1,A,28,02/04/2019,995.36,FALSE,16.81666667
1,A,28,07/05/2019,773.22,FALSE,22.52777778
1,A,28,04/06/2019,483.93,FALSE,27.05
1,A,28,02/07/2019,446.76,FALSE,27.17222222
1,A,28,06/08/2019,532.59,FALSE,30.64444444
1,A,28,03/09/2019,406.39,FALSE,27.33888889
1,A,28,01/10/2019,741.36,FALSE,22.16111111
1,A,28,05/11/2019,857.28,FALSE,14.85555556
1,A,28,03/12/2019,731.31,FALSE,9.594444444
1,A,28,07/01/2020,656.29,FALSE,9.038888889
1,A,29,05/02/2019,7024.95,FALSE,5.727777778
1,A,29,05/03/2019,5306.7,FALSE,8.055555556
1,A,29,02/04/2019,4143.54,FALSE,16.81666667
1,A,29,07/05/2019,5277.46,FALSE,22.52777778
1,A,29,04/06/2019,4062.22,FALSE,27.05
1,A,29,02/07/2019,5222.08,FALSE,27.17222222
1,A,29,06/08/2019,5511.97,FALSE,30.64444444
1,A,29,03/09/2019,4892.98,FALSE,27.33888889
1,A,29,01/10/2019,3425.58,FALSE,22.16111111
1,A,29,05/11/2019,5087.02,FALSE,14.85555556
1,A,29,03/12/2019,5539.2,FALSE,9.594444444
1,A,29,07/01/2020,4993.4,FALSE,9.038888889
1,A,30,05/02/2019,5491,FALSE,5.727777778
1,A,30,05/03/2019,4360.5,FALSE,8.055555556
1,A,30,02/04/2019,4278.26,FALSE,16.81666667
1,C,30,07/05/2019,5308.69,FALSE,22.52777778
1,A,30,04/06/2019,4230.56,FALSE,27.05
1,A,30,02/07/2019,4124.82,FALSE,27.17222222
1,A,30,06/08/2019,4505.88,FALSE,30.64444444
1,A,30,03/09/2019,3485.88,FALSE,27.33888889
1,A,30,01/10/2019,3257.42,FALSE,22.16111111
1,A,30,05/11/2019,2915,FALSE,14.85555556
1,A,30,03/12/2019,2830.96,FALSE,9.594444444
1,A,30,07/01/2020,2785.92,FALSE,9.038888889
1,A,31,05/02/2019,3455.92,FALSE,5.727777778
1,A,31,05/03/2019,2595.8,FALSE,8.055555556
1,A,31,02/04/2019,1601,FALSE,16.81666667
1,A,31,07/05/2019,2117.3,FALSE,22.52777778
1,A,31,04/06/2019,1864.96,FALSE,27.05
1,A,31,02/07/2019,1581.34,FALSE,27.17222222
1,A,31,06/08/2019,3989.01,FALSE,30.64444444
1,A,31,03/09/2019,2805.56,FALSE,27.33888889
1,A,31,01/10/2019,1915.08,FALSE,22.16111111
1,A,31,05/11/2019,2618.32,FALSE,14.85555556
1,A,31,03/12/2019,3199.9,FALSE,9.594444444
1,A,31,07/01/2020,2149.06,FALSE,9.038888889
1,A,32,05/02/2019,11875.84,FALSE,5.727777778
1,A,32,05/03/2019,9907.51,FALSE,8.055555556
1,A,32,02/04/2019,7648.28,FALSE,16.81666667
1,A,32,07/05/2019,9616.73,FALSE,22.52777778
1,A,32,04/06/2019,8841.86,FALSE,27.05
1,A,32,02/07/2019,6939.97,FALSE,27.17222222
1,A,32,06/08/2019,5571.23,FALSE,30.64444444
1,A,32,03/09/2019,6516.53,FALSE,27.33888889
1,A,32,01/10/2019,6695.46,FALSE,22.16111111
1,A,32,05/11/2019,5804.88,FALSE,14.85555556
1,A,32,03/12/2019,9755.72,FALSE,9.594444444
1,A,32,07/01/2020,5276.25,FALSE,9.038888889
1,A,33,05/02/2019,8589.77,FALSE,5.727777778
1,A,33,05/03/2019,6214.6,FALSE,8.055555556
1,A,33,02/04/2019,7681.63,FALSE,16.81666667
1,A,33,07/05/2019,5779,FALSE,22.52777778
1,A,33,04/06/2019,7048.49,FALSE,27.05
1,A,33,02/07/2019,4791.4,FALSE,27.17222222
1,C,33,06/08/2019,9313.16,FALSE,30.64444444
1,A,33,03/09/2019,4049.83,FALSE,27.33888889
1,A,33,01/10/2019,5114.13,FALSE,22.16111111
1,A,33,05/11/2019,7503.79,FALSE,14.85555556
1,A,33,03/12/2019,8736,FALSE,9.594444444
1,A,33,07/01/2020,3835.59,FALSE,9.038888889
1,A,34,05/02/2019,14350.83,FALSE,5.727777778
1,A,34,05/03/2019,12571.5,FALSE,8.055555556
1,A,34,02/04/2019,10282.66,FALSE,16.81666667
1,A,34,07/05/2019,15135.17,FALSE,22.52777778
1,A,34,04/06/2019,16317.32,FALSE,27.05
1,A,34,02/07/2019,11627.5,FALSE,27.17222222
1,C,34,06/08/2019,9872.5,FALSE,30.64444444
1,A,34,03/09/2019,8629.5,FALSE,27.33888889
1,A,34,01/10/2019,8534.5,FALSE,22.16111111
1,A,34,05/11/2019,12338.25,FALSE,14.85555556
1,A,34,03/12/2019,11624.3,FALSE,9.594444444
1,A,34,07/01/2020,8186.25,FALSE,9.038888889
1,A,35,05/02/2019,2770,FALSE,5.727777778
1,A,35,05/03/2019,2752,FALSE,8.055555556
1,A,35,02/04/2019,2275,FALSE,16.81666667
1,A,35,07/05/2019,3639,FALSE,22.52777778
1,A,35,04/06/2019,3409,FALSE,27.05
1,A,35,02/07/2019,2799.04,FALSE,27.17222222
1,A,35,06/08/2019,2639,FALSE,30.64444444
1,A,35,03/09/2019,2273,FALSE,27.33888889
1,A,35,01/10/2019,1816,FALSE,22.16111111
1,A,35,05/11/2019,3199,FALSE,14.85555556
1,A,35,03/12/2019,3023,FALSE,9.594444444
1,A,35,07/01/2020,2029.75,FALSE,9.038888889
1,A,36,05/02/2019,120,FALSE,5.727777778
1,A,36,05/03/2019,648,FALSE,8.055555556
1,A,36,02/04/2019,886.5,FALSE,16.81666667
1,A,36,07/05/2019,1455.5,FALSE,22.52777778
1,A,36,04/06/2019,5850,FALSE,27.05
1,A,36,02/07/2019,2807,FALSE,27.17222222
1,A,36,06/08/2019,1596,FALSE,30.64444444
1,A,36,03/09/2019,591,FALSE,27.33888889
1,A,36,01/10/2019,142,FALSE,22.16111111
1,A,36,05/11/2019,1375,FALSE,14.85555556
1,A,36,03/12/2019,2188,FALSE,9.594444444
1,A,36,07/01/2020,786,FALSE,9.038888889
1,A,37,05/02/2019,3438.16,FALSE,5.727777778
1,A,37,05/03/2019,3647.82,FALSE,8.055555556
1,A,37,02/04/2019,2973.38,FALSE,16.81666667
1,A,37,07/05/2019,3529.85,FALSE,22.52777778
1,A,37,04/06/2019,3145.77,FALSE,27.05
1,A,37,02/07/2019,2939,FALSE,27.17222222
1,A,37,06/08/2019,2846.27,FALSE,30.64444444
1,A,37,03/09/2019,3198.28,FALSE,27.33888889
1,A,37,01/10/2019,3030.43,FALSE,22.16111111
1,A,37,05/11/2019,2871.57,FALSE,14.85555556
1,A,37,03/12/2019,2475.6,FALSE,9.594444444
1,A,37,07/01/2020,2279.17,FALSE,9.038888889
1,A,38,05/02/2019,115564.35,FALSE,5.727777778
1,A,38,05/03/2019,108282.86,FALSE,8.055555556
1,A,38,02/04/2019,101566.87,FALSE,16.81666667
1,A,38,07/05/2019,107634.21,FALSE,22.52777778
1,A,38,04/06/2019,96137.67,FALSE,27.05
1,A,38,02/07/2019,100958.25,FALSE,27.17222222
1,A,38,06/08/2019,93809.75,FALSE,30.64444444
1,A,38,03/09/2019,90990.93,FALSE,27.33888889
1,A,38,01/10/2019,112126.81,FALSE,22.16111111
1,A,38,05/11/2019,77547.67,FALSE,14.85555556
1,C,38,03/12/2019,87338.34,FALSE,9.594444444
1,A,38,07/01/2020,85242.8,FALSE,9.038888889
1,A,40,05/02/2019,66780.63,FALSE,5.727777778
1,A,40,05/03/2019,67000.83,FALSE,8.055555556
1,A,40,02/04/2019,62278.04,FALSE,16.81666667
1,A,40,07/05/2019,61099.85,FALSE,22.52777778
1,A,40,04/06/2019,58507.93,FALSE,27.05
1,A,40,02/07/2019,56751.6,FALSE,27.17222222
1,A,40,06/08/2019,57414.42,FALSE,30.64444444
1,A,40,03/09/2019,60555.12,FALSE,27.33888889
1,A,40,01/10/2019,58625.28,FALSE,22.16111111
1,A,40,05/11/2019,62762.19,FALSE,14.85555556
1,A,40,03/12/2019,63116.31,FALSE,9.594444444
1,A,40,07/01/2020,63517.55,FALSE,9.038888889
1,A,41,05/02/2019,1011.83,FALSE,5.727777778
1,C,41,05/03/2019,1405.96,FALSE,8.055555556
1,A,41,02/04/2019,1450.76,FALSE,16.81666667
1,A,41,07/05/2019,964,FALSE,22.52777778
1,A,41,04/06/2019,736.88,FALSE,27.05
1,A,41,02/07/2019,556,FALSE,27.17222222
1,A,41,06/08/2019,1044,FALSE,30.64444444
1,A,41,03/09/2019,3767,FALSE,27.33888889
1,A,41,01/10/2019,1521,FALSE,22.16111111
1,A,41,05/11/2019,2228.87,FALSE,14.85555556
1,A,41,03/12/2019,1238,FALSE,9.594444444
1,A,41,07/01/2020,565.75,FALSE,9.038888889
1,A,42,05/02/2019,8366.71,FALSE,5.727777778
1,A,42,05/03/2019,9701.14,FALSE,8.055555556
1,A,42,02/04/2019,9263.75,FALSE,16.81666667
1,A,42,07/05/2019,9415.84,FALSE,22.52777778
1,A,42,04/06/2019,8686.52,FALSE,27.05
1,A,42,02/07/2019,8204.64,FALSE,27.17222222
1,A,42,06/08/2019,8670.44,FALSE,30.64444444
1,A,42,03/09/2019,9462.86,FALSE,27.33888889
1,A,42,01/10/2019,7578.6,FALSE,22.16111111
1,A,42,05/11/2019,8004.7,FALSE,14.85555556
1,A,42,03/12/2019,7032.59,FALSE,9.594444444
1,A,42,07/01/2020,7935.25,FALSE,9.038888889
1,A,44,05/02/2019,4674.75,FALSE,5.727777778
1,A,44,05/03/2019,4465.33,FALSE,8.055555556
1,A,44,02/04/2019,4216.19,FALSE,16.81666667
1,A,44,07/05/2019,5201.2,FALSE,22.52777778
1,A,44,04/06/2019,4407.29,FALSE,27.05
1,A,44,02/07/2019,4137.45,FALSE,27.17222222
1,A,44,06/08/2019,5151.43,FALSE,30.64444444
